experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
devardaetal2024_rating,YKSBRQ,126,1.921875,1.6328125,0.2890625
devardaetal2024_rating,YKSBRQ,127,1.9609375,1.3671875,0.59375
devardaetal2024_rating,YKSBRQ,128,1.234375,1.2109375,0.0234375
devardaetal2024_rating,YKSBRQ,129,2.96875,3.0,-0.03125
devardaetal2024_rating,YKSBRQ,130,1.71875,1.390625,0.328125
devardaetal2024_rating,YKSBRQ,131,0.97265625,1.484375,-0.51171875
devardaetal2024_rating,YKSBRQ,132,0.5,0.921875,-0.421875
devardaetal2024_rating,YKSBRQ,133,0.54296875,1.171875,-0.62890625
devardaetal2024_rating,YKSBRQ,134,0.42578125,0.294921875,0.130859375
devardaetal2024_rating,YKSBRQ,135,0.466796875,1.1015625,-0.634765625
devardaetal2024_rating,YKSBRQ,136,0.2353515625,0.3125,-0.0771484375
devardaetal2024_rating,YKSBRQ,137,0.27734375,0.76171875,-0.484375
devardaetal2024_rating,YKSBRQ,138,1.921875,1.3515625,0.5703125
devardaetal2024_rating,YKSBRQ,139,0.435546875,0.431640625,0.00390625
devardaetal2024_rating,YKSBRQ,140,0.283203125,0.318359375,-0.03515625
devardaetal2024_rating,YKSBRQ,141,0.294921875,1.0078125,-0.712890625
devardaetal2024_rating,YKSBRQ,142,0.216796875,0.40625,-0.189453125
devardaetal2024_rating,YKSBRQ,143,0.1455078125,0.2421875,-0.0966796875
devardaetal2024_rating,YKSBRQ,144,3.421875,1.84375,1.578125
devardaetal2024_rating,YKSBRQ,145,2.484375,2.25,0.234375
devardaetal2024_rating,YKSBRQ,146,2.078125,1.7578125,0.3203125
devardaetal2024_rating,YKSBRQ,147,1.53125,1.578125,-0.046875
devardaetal2024_rating,YKSBRQ,148,0.8125,1.03125,-0.21875
devardaetal2024_rating,YKSBRQ,149,1.7421875,1.765625,-0.0234375
devardaetal2024_rating,YKSBRQ,150,0.5625,0.40625,0.15625
devardaetal2024_rating,YKSBRQ,151,0.431640625,0.400390625,0.03125
devardaetal2024_rating,YKSBRQ,152,0.578125,0.54296875,0.03515625
devardaetal2024_rating,YKSBRQ,153,0.2421875,0.84375,-0.6015625
devardaetal2024_rating,YKSBRQ,154,0.318359375,0.5234375,-0.205078125
devardaetal2024_rating,YKSBRQ,155,0.158203125,0.384765625,-0.2265625
devardaetal2024_rating,YKSBRQ,156,1.8515625,1.890625,-0.0390625
devardaetal2024_rating,YKSBRQ,157,0.32421875,0.62109375,-0.296875
devardaetal2024_rating,YKSBRQ,158,1.7890625,1.2421875,0.546875
devardaetal2024_rating,YKSBRQ,159,0.36328125,0.490234375,-0.126953125
devardaetal2024_rating,YKSBRQ,160,1.609375,1.5234375,0.0859375
devardaetal2024_rating,YKSBRQ,161,0.390625,0.69921875,-0.30859375
devardaetal2024_rating,YKSBRQ,162,0.158203125,0.1318359375,0.0263671875
devardaetal2024_rating,YKSBRQ,163,0.265625,0.494140625,-0.228515625
devardaetal2024_rating,YKSBRQ,164,0.158203125,0.341796875,-0.18359375
devardaetal2024_rating,YKSBRQ,165,0.248046875,0.3515625,-0.103515625
devardaetal2024_rating,YKSBRQ,166,1.953125,1.703125,0.25
devardaetal2024_rating,YKSBRQ,167,0.36328125,0.66015625,-0.296875
devardaetal2024_rating,YKSBRQ,168,0.2109375,0.435546875,-0.224609375
devardaetal2024_rating,YKSBRQ,169,2.984375,2.484375,0.5
devardaetal2024_rating,YKSBRQ,170,0.451171875,0.6484375,-0.197265625
devardaetal2024_rating,YKSBRQ,171,0.22265625,0.2294921875,-0.0068359375
devardaetal2024_rating,YKSBRQ,172,0.1845703125,0.25390625,-0.0693359375
devardaetal2024_rating,YKSBRQ,173,0.216796875,0.306640625,-0.08984375
devardaetal2024_rating,YKSBRQ,174,0.306640625,0.294921875,0.01171875
devardaetal2024_rating,YKSBRQ,175,0.1650390625,0.318359375,-0.1533203125
devardaetal2024_rating,YKSBRQ,176,1.84375,1.3515625,0.4921875
devardaetal2024_rating,YKSBRQ,177,0.490234375,1.171875,-0.681640625
devardaetal2024_rating,YKSBRQ,178,1.765625,1.890625,-0.125
devardaetal2024_rating,YKSBRQ,179,0.39453125,0.4609375,-0.06640625
devardaetal2024_rating,YKSBRQ,180,0.45703125,0.6328125,-0.17578125
devardaetal2024_rating,YKSBRQ,181,0.2353515625,0.470703125,-0.2353515625
devardaetal2024_rating,YKSBRQ,182,0.25390625,0.2109375,0.04296875
devardaetal2024_rating,YKSBRQ,183,0.2421875,0.248046875,-0.005859375
devardaetal2024_rating,YKSBRQ,184,0.30078125,0.19140625,0.109375
devardaetal2024_rating,YKSBRQ,185,0.15234375,0.11767578125,0.03466796875
devardaetal2024_rating,YKSBRQ,186,0.4609375,0.515625,-0.0546875
devardaetal2024_rating,YKSBRQ,187,0.1318359375,0.138671875,-0.0068359375
devardaetal2024_rating,YKSBRQ,188,1.953125,2.078125,-0.125
devardaetal2024_rating,YKSBRQ,189,0.271484375,0.73828125,-0.466796875
devardaetal2024_rating,YKSBRQ,190,0.12451171875,0.1787109375,-0.05419921875
devardaetal2024_rating,YKSBRQ,191,0.283203125,0.318359375,-0.03515625
devardaetal2024_rating,YKSBRQ,192,0.0966796875,0.08251953125,0.01416015625
devardaetal2024_rating,YKSBRQ,193,0.265625,0.546875,-0.28125
devardaetal2024_rating,YKSBRQ,194,0.12451171875,0.25390625,-0.12939453125
devardaetal2024_rating,YKSBRQ,195,0.2109375,0.40625,-0.1953125
devardaetal2024_rating,YKSBRQ,196,3.203125,3.0,0.203125
devardaetal2024_rating,YKSBRQ,197,0.345703125,0.470703125,-0.125
devardaetal2024_rating,YKSBRQ,198,0.494140625,0.66796875,-0.173828125
devardaetal2024_rating,YKSBRQ,199,2.03125,1.5390625,0.4921875
devardaetal2024_rating,YKSBRQ,200,3.03125,2.9375,0.09375
devardaetal2024_rating,YKSBRQ,201,0.32421875,0.1982421875,0.1259765625
devardaetal2024_rating,YKSBRQ,202,0.2890625,0.259765625,0.029296875
devardaetal2024_rating,YKSBRQ,203,0.470703125,0.466796875,0.00390625
devardaetal2024_rating,YKSBRQ,204,0.1845703125,0.138671875,0.0458984375
devardaetal2024_rating,YKSBRQ,205,2.859375,2.59375,0.265625
devardaetal2024_rating,YKSBRQ,206,0.283203125,0.1650390625,0.1181640625
devardaetal2024_rating,YKSBRQ,207,1.875,1.5,0.375
devardaetal2024_rating,YKSBRQ,208,1.84375,1.9921875,-0.1484375
devardaetal2024_rating,YKSBRQ,209,0.45703125,0.6015625,-0.14453125
devardaetal2024_rating,YKSBRQ,210,0.271484375,0.2109375,0.060546875
devardaetal2024_rating,YKSBRQ,211,4.34375,4.40625,-0.0625
devardaetal2024_rating,YKSBRQ,212,0.318359375,0.32421875,-0.005859375
devardaetal2024_rating,YKSBRQ,213,0.2294921875,0.2421875,-0.0126953125
devardaetal2024_rating,YKSBRQ,214,0.44140625,0.1845703125,0.2568359375
devardaetal2024_rating,YKSBRQ,215,0.271484375,0.283203125,-0.01171875
devardaetal2024_rating,FAGMWB,0,6.4375,1.3515625,5.0859375
devardaetal2024_rating,FAGMWB,1,1.9375,2.0,-0.0625
devardaetal2024_rating,FAGMWB,2,1.484375,1.5234375,-0.0390625
devardaetal2024_rating,FAGMWB,3,1.328125,1.6640625,-0.3359375
devardaetal2024_rating,FAGMWB,4,1.65625,1.1640625,0.4921875
devardaetal2024_rating,FAGMWB,5,1.4453125,1.4140625,0.03125
devardaetal2024_rating,FAGMWB,6,1.0390625,1.046875,-0.0078125
devardaetal2024_rating,FAGMWB,7,1.4765625,1.3515625,0.125
devardaetal2024_rating,FAGMWB,8,1.421875,1.28125,0.140625
devardaetal2024_rating,FAGMWB,9,1.296875,1.4375,-0.140625
devardaetal2024_rating,FAGMWB,10,1.2265625,0.98828125,0.23828125
devardaetal2024_rating,FAGMWB,11,1.4765625,1.6875,-0.2109375
devardaetal2024_rating,FAGMWB,12,1.78125,1.71875,0.0625
devardaetal2024_rating,FAGMWB,13,2.21875,2.25,-0.03125
devardaetal2024_rating,FAGMWB,14,2.46875,2.484375,-0.015625
devardaetal2024_rating,FAGMWB,15,1.1171875,1.1015625,0.015625
devardaetal2024_rating,FAGMWB,16,1.3125,1.3046875,0.0078125
devardaetal2024_rating,FAGMWB,17,1.46875,1.421875,0.046875
devardaetal2024_rating,FAGMWB,18,2.71875,3.0625,-0.34375
devardaetal2024_rating,FAGMWB,19,0.953125,0.67578125,0.27734375
devardaetal2024_rating,FAGMWB,20,1.890625,2.203125,-0.3125
devardaetal2024_rating,FAGMWB,21,1.4609375,1.2265625,0.234375
devardaetal2024_rating,FAGMWB,22,1.5390625,1.40625,0.1328125
devardaetal2024_rating,FAGMWB,23,1.578125,1.6953125,-0.1171875
devardaetal2024_rating,FAGMWB,24,1.2109375,1.0859375,0.125
devardaetal2024_rating,FAGMWB,25,1.734375,1.765625,-0.03125
devardaetal2024_rating,FAGMWB,26,1.3203125,1.203125,0.1171875
devardaetal2024_rating,FAGMWB,27,1.5703125,1.5390625,0.03125
devardaetal2024_rating,FAGMWB,28,1.875,1.6953125,0.1796875
devardaetal2024_rating,FAGMWB,29,1.8515625,2.0,-0.1484375
devardaetal2024_rating,FAGMWB,30,1.3515625,1.2109375,0.140625
devardaetal2024_rating,FAGMWB,31,1.3359375,1.2109375,0.125
devardaetal2024_rating,FAGMWB,32,1.640625,1.515625,0.125
devardaetal2024_rating,FAGMWB,33,1.234375,1.7578125,-0.5234375
devardaetal2024_rating,FAGMWB,34,1.2109375,1.171875,0.0390625
devardaetal2024_rating,FAGMWB,35,1.609375,1.421875,0.1875
devardaetal2024_rating,FAGMWB,36,0.98828125,0.96484375,0.0234375
devardaetal2024_rating,FAGMWB,37,1.8125,1.5,0.3125
devardaetal2024_rating,FAGMWB,38,1.3671875,1.546875,-0.1796875
devardaetal2024_rating,FAGMWB,39,1.5078125,1.3125,0.1953125
devardaetal2024_rating,FAGMWB,40,1.5,1.28125,0.21875
devardaetal2024_rating,FAGMWB,41,1.40625,1.21875,0.1875
devardaetal2024_rating,FAGMWB,42,1.8359375,1.90625,-0.0703125
devardaetal2024_rating,FAGMWB,43,1.4453125,1.6015625,-0.15625
devardaetal2024_rating,FAGMWB,44,1.234375,1.203125,0.03125
devardaetal2024_rating,FAGMWB,45,1.28125,1.1015625,0.1796875
devardaetal2024_rating,FAGMWB,46,1.4453125,1.2109375,0.234375
devardaetal2024_rating,FAGMWB,47,1.234375,1.0703125,0.1640625
devardaetal2024_rating,FAGMWB,48,1.171875,1.1171875,0.0546875
devardaetal2024_rating,FAGMWB,49,1.21875,1.125,0.09375
devardaetal2024_rating,FAGMWB,50,1.140625,1.4453125,-0.3046875
devardaetal2024_rating,FAGMWB,51,1.4765625,1.1640625,0.3125
devardaetal2024_rating,FAGMWB,52,1.21875,1.015625,0.203125
devardaetal2024_rating,FAGMWB,53,1.046875,0.921875,0.125
devardaetal2024_rating,FAGMWB,54,1.3984375,1.125,0.2734375
devardaetal2024_rating,FAGMWB,55,0.70703125,0.75390625,-0.046875
devardaetal2024_rating,FAGMWB,56,1.2265625,1.25,-0.0234375
devardaetal2024_rating,FAGMWB,57,0.72265625,1.125,-0.40234375
devardaetal2024_rating,FAGMWB,58,1.0546875,0.921875,0.1328125
devardaetal2024_rating,FAGMWB,59,1.2890625,1.0859375,0.203125
devardaetal2024_rating,FAGMWB,60,1.03125,1.5,-0.46875
devardaetal2024_rating,FAGMWB,61,1.453125,1.3125,0.140625
devardaetal2024_rating,FAGMWB,62,1.15625,1.1171875,0.0390625
devardaetal2024_rating,FAGMWB,63,0.96484375,1.0859375,-0.12109375
devardaetal2024_rating,FAGMWB,64,1.15625,1.1328125,0.0234375
devardaetal2024_rating,FAGMWB,65,1.2265625,1.046875,0.1796875
devardaetal2024_rating,FAGMWB,66,0.63671875,0.6328125,0.00390625
devardaetal2024_rating,FAGMWB,67,1.203125,2.15625,-0.953125
devardaetal2024_rating,FAGMWB,68,0.30078125,1.1015625,-0.80078125
devardaetal2024_rating,FAGMWB,69,2.9375,1.8828125,1.0546875
devardaetal2024_rating,FAGMWB,70,2.0625,2.234375,-0.171875
devardaetal2024_rating,FAGMWB,71,1.296875,1.0078125,0.2890625
devardaetal2024_rating,FAGMWB,72,1.609375,1.515625,0.09375
devardaetal2024_rating,FAGMWB,73,1.7734375,1.7421875,0.03125
devardaetal2024_rating,FAGMWB,74,1.703125,1.40625,0.296875
devardaetal2024_rating,FAGMWB,75,1.578125,1.46875,0.109375
devardaetal2024_rating,FAGMWB,76,1.109375,0.890625,0.21875
devardaetal2024_rating,FAGMWB,77,1.15625,0.93359375,0.22265625
devardaetal2024_rating,FAGMWB,78,0.8046875,0.9453125,-0.140625
devardaetal2024_rating,FAGMWB,79,1.125,0.8828125,0.2421875
devardaetal2024_rating,FAGMWB,80,0.84375,0.66015625,0.18359375
devardaetal2024_rating,FAGMWB,81,2.0,1.7265625,0.2734375
devardaetal2024_rating,FAGMWB,82,2.40625,2.359375,0.046875
devardaetal2024_rating,FAGMWB,83,0.96484375,1.2109375,-0.24609375
devardaetal2024_rating,FAGMWB,84,1.28125,2.65625,-1.375
devardaetal2024_rating,FAGMWB,85,0.67578125,0.490234375,0.185546875
devardaetal2024_rating,FAGMWB,86,0.99609375,0.73046875,0.265625
devardaetal2024_rating,FAGMWB,87,0.76171875,0.796875,-0.03515625
devardaetal2024_rating,FAGMWB,88,1.1796875,1.671875,-0.4921875
devardaetal2024_rating,FAGMWB,89,0.54296875,0.73046875,-0.1875
devardaetal2024_rating,FAGMWB,90,1.21875,1.71875,-0.5
devardaetal2024_rating,FAGMWB,91,1.28125,1.0078125,0.2734375
devardaetal2024_rating,FAGMWB,92,0.81640625,0.64453125,0.171875
devardaetal2024_rating,FAGMWB,93,2.96875,2.09375,0.875
devardaetal2024_rating,FAGMWB,94,0.12451171875,0.8125,-0.68798828125
devardaetal2024_rating,FAGMWB,95,0.72265625,0.8515625,-0.12890625
devardaetal2024_rating,FAGMWB,96,1.171875,1.046875,0.125
devardaetal2024_rating,FAGMWB,97,1.40625,1.078125,0.328125
devardaetal2024_rating,FAGMWB,98,1.46875,1.078125,0.390625
devardaetal2024_rating,FAGMWB,99,0.67578125,0.8984375,-0.22265625
devardaetal2024_rating,FAGMWB,100,1.1953125,1.0859375,0.109375
devardaetal2024_rating,FAGMWB,101,2.21875,2.4375,-0.21875
devardaetal2024_rating,FAGMWB,102,1.21875,1.140625,0.078125
devardaetal2024_rating,FAGMWB,103,0.6640625,1.4609375,-0.796875
devardaetal2024_rating,FAGMWB,104,1.421875,1.4453125,-0.0234375
devardaetal2024_rating,FAGMWB,105,0.99609375,0.8984375,0.09765625
devardaetal2024_rating,FAGMWB,106,0.486328125,0.859375,-0.373046875
devardaetal2024_rating,FAGMWB,107,1.296875,0.98828125,0.30859375
devardaetal2024_rating,FAGMWB,108,1.2421875,0.9609375,0.28125
devardaetal2024_rating,FAGMWB,109,1.109375,1.3515625,-0.2421875
devardaetal2024_rating,FAGMWB,110,1.1015625,0.9296875,0.171875
devardaetal2024_rating,FAGMWB,111,1.0,0.859375,0.140625
devardaetal2024_rating,FAGMWB,112,0.8828125,1.34375,-0.4609375
devardaetal2024_rating,FAGMWB,113,0.68359375,0.8046875,-0.12109375
devardaetal2024_rating,FAGMWB,114,1.0234375,0.796875,0.2265625
devardaetal2024_rating,FAGMWB,115,0.8125,0.6171875,0.1953125
devardaetal2024_rating,FAGMWB,116,0.59765625,0.8125,-0.21484375
devardaetal2024_rating,FAGMWB,117,0.83203125,1.0546875,-0.22265625
devardaetal2024_rating,FAGMWB,118,1.0546875,0.9765625,0.078125
devardaetal2024_rating,FAGMWB,119,1.46875,1.75,-0.28125
devardaetal2024_rating,FAGMWB,120,2.078125,1.515625,0.5625
devardaetal2024_rating,FAGMWB,121,1.0234375,1.2890625,-0.265625
devardaetal2024_rating,FAGMWB,122,2.09375,1.875,0.21875
devardaetal2024_rating,FAGMWB,123,1.046875,0.76171875,0.28515625
devardaetal2024_rating,FAGMWB,124,0.83984375,0.71484375,0.125
devardaetal2024_rating,FAGMWB,125,1.3125,0.91015625,0.40234375
devardaetal2024_rating,FAGMWB,126,1.09375,0.90234375,0.19140625
devardaetal2024_rating,FAGMWB,127,0.6171875,0.81640625,-0.19921875
devardaetal2024_rating,FAGMWB,128,1.53125,1.40625,0.125
devardaetal2024_rating,FAGMWB,129,0.87890625,1.171875,-0.29296875
devardaetal2024_rating,FAGMWB,130,1.265625,1.265625,0.0
devardaetal2024_rating,FAGMWB,131,0.984375,0.8046875,0.1796875
devardaetal2024_rating,FAGMWB,132,1.109375,1.1640625,-0.0546875
devardaetal2024_rating,FAGMWB,133,1.2578125,1.0703125,0.1875
devardaetal2024_rating,FAGMWB,134,1.859375,2.234375,-0.375
devardaetal2024_rating,FAGMWB,135,1.84375,1.484375,0.359375
devardaetal2024_rating,FAGMWB,136,0.3515625,0.5859375,-0.234375
devardaetal2024_rating,FAGMWB,137,0.93359375,1.1015625,-0.16796875
devardaetal2024_rating,FAGMWB,138,1.09375,1.0,0.09375
devardaetal2024_rating,FAGMWB,139,0.9296875,0.796875,0.1328125
devardaetal2024_rating,FAGMWB,140,0.625,0.490234375,0.134765625
devardaetal2024_rating,FAGMWB,141,2.03125,1.6796875,0.3515625
devardaetal2024_rating,FAGMWB,142,1.21875,0.90234375,0.31640625
devardaetal2024_rating,FAGMWB,143,1.546875,1.296875,0.25
devardaetal2024_rating,FAGMWB,144,3.109375,2.34375,0.765625
devardaetal2024_rating,FAGMWB,145,3.515625,4.125,-0.609375
devardaetal2024_rating,FAGMWB,146,1.890625,1.6484375,0.2421875
devardaetal2024_rating,FAGMWB,147,1.1328125,0.87109375,0.26171875
devardaetal2024_rating,FAGMWB,148,1.046875,0.8515625,0.1953125
devardaetal2024_rating,FAGMWB,149,0.59765625,0.76953125,-0.171875
devardaetal2024_rating,FAGMWB,150,1.140625,0.87109375,0.26953125
devardaetal2024_rating,FAGMWB,151,1.1171875,0.88671875,0.23046875
devardaetal2024_rating,FAGMWB,152,1.0234375,1.15625,-0.1328125
devardaetal2024_rating,FAGMWB,153,2.28125,1.7265625,0.5546875
